Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-04-04,13:00:00,23.175,V ugm-3 (FIDAS),14.929,V ugm-3 (Ref.eq),18.358,V ugm-3 (Ref.eq),24,V ugm-3 (BAM),22.05,V ugm-3 (FIDAS),14.08,V ugm-3 (Ref.eq),21.583,V ugm-3 (FIDAS),12.856,V ugm-3 (Ref.eq),,,26.05,V ugm-3 (FIDAS),15.212,V ugm-3 (Ref.eq),0.164611,V mgm-3,26.9,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,22.35,V ugm-3 (FIDAS),13.561,V ugm-3 (Ref.eq),24.775,V ugm-3 (FIDAS),13.443,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,14:00:00,22.875,V ugm-3 (FIDAS),14.245,V ugm-3 (Ref.eq),30.918,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),22.425,V ugm-3 (FIDAS),14.175,V ugm-3 (Ref.eq),21.513,V ugm-3 (FIDAS),13.08,V ugm-3 (Ref.eq),,,25.75,V ugm-3 (FIDAS),14.882,V ugm-3 (Ref.eq),0.211199,V mgm-3,26.5,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS),No data,V mgm-3,22.7,V ugm-3 (FIDAS),13.632,V ugm-3 (Ref.eq),24.275,V ugm-3 (FIDAS),13.043,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,15:00:00,23.325,V ugm-3 (FIDAS),14.245,V ugm-3 (Ref.eq),23.189,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),21.5,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),20.905,V ugm-3 (FIDAS),12.759,V ugm-3 (Ref.eq),,,23.775,V ugm-3 (FIDAS),13.396,V ugm-3 (Ref.eq),0.223622,V mgm-3,31.9,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),No data,V mgm-3,24.925,V ugm-3 (FIDAS),14.245,V ugm-3 (Ref.eq),26.95,V ugm-3 (FIDAS),13.09,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,16:00:00,23.4,V ugm-3 (FIDAS),13.255,V ugm-3 (Ref.eq),25.121,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),21.05,V ugm-3 (FIDAS),12.665,V ugm-3 (Ref.eq),19.258,V ugm-3 (FIDAS),11.179,V ugm-3 (Ref.eq),,,22.55,V ugm-3 (FIDAS),13.019,V ugm-3 (Ref.eq),0.23294,V mgm-3,28.3,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS),No data,V mgm-3,23.05,V ugm-3 (FIDAS),13.915,V ugm-3 (Ref.eq),37.275,V ugm-3 (FIDAS),14.67,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,17:00:00,21.475,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),24.155,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),19.4,V ugm-3 (FIDAS),11.439,V ugm-3 (Ref.eq),18.5,V ugm-3 (FIDAS),11.465,V ugm-3 (Ref.eq),,,23.775,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),0.198776,V mgm-3,24.3,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,20.675,V ugm-3 (FIDAS),11.958,V ugm-3 (Ref.eq),23.275,V ugm-3 (FIDAS),12.335,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,18:00:00,21.7,V ugm-3 (FIDAS),12.665,V ugm-3 (Ref.eq),25.121,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),20.825,V ugm-3 (FIDAS),12.028,V ugm-3 (Ref.eq),17.995,V ugm-3 (FIDAS),11.342,V ugm-3 (Ref.eq),,,23.45,V ugm-3 (FIDAS),13.797,V ugm-3 (Ref.eq),0.236046,V mgm-3,24.4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),No data,V mgm-3,22.45,V ugm-3 (FIDAS),12.854,V ugm-3 (Ref.eq),24.4,V ugm-3 (FIDAS),12.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,19:00:00,21.65,V ugm-3 (FIDAS),13.373,V ugm-3 (Ref.eq),23.189,V ugm-3 (Ref.eq),15,V ugm-3 (BAM),21.525,V ugm-3 (FIDAS),12.288,V ugm-3 (Ref.eq),19.878,V ugm-3 (FIDAS),10.91,V ugm-3 (Ref.eq),,,23.75,V ugm-3 (FIDAS),14.316,V ugm-3 (Ref.eq),0.214305,V mgm-3,27.1,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS),No data,V mgm-3,20.05,V ugm-3 (FIDAS),12.995,V ugm-3 (Ref.eq),22.475,V ugm-3 (FIDAS),13.561,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,20:00:00,24.375,V ugm-3 (FIDAS),16.557,V ugm-3 (Ref.eq),29.952,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),21.575,V ugm-3 (FIDAS),13.349,V ugm-3 (Ref.eq),20.32,V ugm-3 (FIDAS),12.33,V ugm-3 (Ref.eq),,,24.8,V ugm-3 (FIDAS),16.014,V ugm-3 (Ref.eq),0.28574,V mgm-3,30,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS),No data,V mgm-3,23.35,V ugm-3 (FIDAS),14.245,V ugm-3 (Ref.eq),45.075,V ugm-3 (FIDAS),17.288,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,21:00:00,29,V ugm-3 (FIDAS),19.953,V ugm-3 (Ref.eq),25.121,V ugm-3 (Ref.eq),20,V ugm-3 (BAM),26.05,V ugm-3 (FIDAS),17.264,V ugm-3 (Ref.eq),20.435,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),,,28.2,V ugm-3 (FIDAS),18.396,V ugm-3 (Ref.eq),0.37581,V mgm-3,33,V ugm-3 (TEOM FDMS),22.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,25.2,V ugm-3 (FIDAS),16.816,V ugm-3 (Ref.eq),25.825,V ugm-3 (FIDAS),17.618,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,22:00:00,26.95,V ugm-3 (FIDAS),18.255,V ugm-3 (Ref.eq),28.02,V ugm-3 (Ref.eq),21,V ugm-3 (BAM),25.6,V ugm-3 (FIDAS),17.476,V ugm-3 (Ref.eq),20.408,V ugm-3 (FIDAS),14.137,V ugm-3 (Ref.eq),,,27.95,V ugm-3 (FIDAS),18.09,V ugm-3 (Ref.eq),0.279528,V mgm-3,34.3,V ugm-3 (TEOM FDMS),18.4,V ugm-3 (TEOM FDMS),No data,V mgm-3,25.8,V ugm-3 (FIDAS),17.264,V ugm-3 (Ref.eq),23.475,V ugm-3 (FIDAS),15.967,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,23:00:00,24.975,V ugm-3 (FIDAS),16.604,V ugm-3 (Ref.eq),28.986,V ugm-3 (Ref.eq),17,V ugm-3 (BAM),23.775,V ugm-3 (FIDAS),16.061,V ugm-3 (Ref.eq),22.01,V ugm-3 (FIDAS),15.429,V ugm-3 (Ref.eq),,,26.625,V ugm-3 (FIDAS),17.335,V ugm-3 (Ref.eq),0.12734,V mgm-3,33.1,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,24.675,V ugm-3 (FIDAS),17.146,V ugm-3 (Ref.eq),23.95,V ugm-3 (FIDAS),16.486,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-04,24:00:00,23.75,V ugm-3 (FIDAS),16.627,V ugm-3 (Ref.eq),30.918,V ugm-3 (Ref.eq),20,V ugm-3 (BAM),24,V ugm-3 (FIDAS),16.415,V ugm-3 (Ref.eq),19.343,V ugm-3 (FIDAS),14.186,V ugm-3 (Ref.eq),,,26.475,V ugm-3 (FIDAS),17.807,V ugm-3 (Ref.eq),0.114917,V mgm-3,31.3,V ugm-3 (TEOM FDMS),19.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,25.75,V ugm-3 (FIDAS),17.712,V ugm-3 (Ref.eq),23.9,V ugm-3 (FIDAS),16.84,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,01:00:00,22.95,V ugm-3 (FIDAS),16.392,V ugm-3 (Ref.eq),25.121,V ugm-3 (Ref.eq),18,V ugm-3 (BAM),23.925,V ugm-3 (FIDAS),16.604,V ugm-3 (Ref.eq),18.038,V ugm-3 (FIDAS),13.149,V ugm-3 (Ref.eq),,,24.125,V ugm-3 (FIDAS),16.816,V ugm-3 (Ref.eq),0.194999,V mgm-3,27,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,23.325,V ugm-3 (FIDAS),16.439,V ugm-3 (Ref.eq),21.35,V ugm-3 (FIDAS),15.684,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,02:00:00,21.15,V ugm-3 (FIDAS),15.566,V ugm-3 (Ref.eq),22.223,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),22.6,V ugm-3 (FIDAS),16.132,V ugm-3 (Ref.eq),16.475,V ugm-3 (FIDAS),12.097,V ugm-3 (Ref.eq),,,21.425,V ugm-3 (FIDAS),15.59,V ugm-3 (Ref.eq),0.182552,V mgm-3,23.5,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,20.05,V ugm-3 (FIDAS),14.882,V ugm-3 (Ref.eq),19.025,V ugm-3 (FIDAS),13.915,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,03:00:00,20.475,V ugm-3 (FIDAS),14.741,V ugm-3 (Ref.eq),20.29,V ugm-3 (Ref.eq),23,V ugm-3 (BAM),19.675,V ugm-3 (FIDAS),14.693,V ugm-3 (Ref.eq),16.333,V ugm-3 (FIDAS),12.552,V ugm-3 (Ref.eq),,,19.6,V ugm-3 (FIDAS),14.316,V ugm-3 (Ref.eq),0.127579,V mgm-3,21.7,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V mgm-3,18.675,V ugm-3 (FIDAS),13.939,V ugm-3 (Ref.eq),17.875,V ugm-3 (FIDAS),13.868,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,04:00:00,17.75,V ugm-3 (FIDAS),13.16,V ugm-3 (Ref.eq),20.29,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),17.5,V ugm-3 (FIDAS),13.514,V ugm-3 (Ref.eq),16.745,V ugm-3 (FIDAS),12.967,V ugm-3 (Ref.eq),,,18.975,V ugm-3 (FIDAS),14.057,V ugm-3 (Ref.eq),0.140026,V mgm-3,25.3,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),No data,V mgm-3,18.125,V ugm-3 (FIDAS),13.703,V ugm-3 (Ref.eq),18.825,V ugm-3 (FIDAS),14.929,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,05:00:00,16.625,V ugm-3 (FIDAS),12.193,V ugm-3 (Ref.eq),17.392,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),17.55,V ugm-3 (FIDAS),13.113,V ugm-3 (Ref.eq),12.868,V ugm-3 (FIDAS),9.109,V ugm-3 (Ref.eq),,,18.975,V ugm-3 (FIDAS),13.632,V ugm-3 (Ref.eq),0.124468,V mgm-3,14.3,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,16.475,V ugm-3 (FIDAS),11.981,V ugm-3 (Ref.eq),17,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,06:00:00,18.775,V ugm-3 (FIDAS),7.854,V ugm-3 (Ref.eq),28.986,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),16.525,V ugm-3 (FIDAS),12.264,V ugm-3 (Ref.eq),33.22,V ugm-3 (FIDAS),8.727,V ugm-3 (Ref.eq),,,19.15,V ugm-3 (FIDAS),8.184,V ugm-3 (Ref.eq),0.143137,V mgm-3,36.2,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,28.825,V ugm-3 (FIDAS),8.09,V ugm-3 (Ref.eq),23.7,V ugm-3 (FIDAS),8.373,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,07:00:00,19.625,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),19.324,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),17.05,V ugm-3 (FIDAS),7.335,V ugm-3 (Ref.eq),21.75,V ugm-3 (FIDAS),7.067,V ugm-3 (Ref.eq),,,21.375,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),0.317392,V mgm-3,19.6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V mgm-3,31.025,V ugm-3 (FIDAS),8.373,V ugm-3 (Ref.eq),19.9,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,08:00:00,35.25,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),13.527,V ugm-3 (Ref.eq),17,V ugm-3 (BAM),17.775,V ugm-3 (FIDAS),6.344,V ugm-3 (Ref.eq),11.87,V ugm-3 (FIDAS),4.573,V ugm-3 (Ref.eq),,,16.05,V ugm-3 (FIDAS),6.014,V ugm-3 (Ref.eq),0.342286,V mgm-3,12.5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V mgm-3,19.15,V ugm-3 (FIDAS),6.085,V ugm-3 (Ref.eq),12.4,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,09:00:00,9.9,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),13.527,V ugm-3 (Ref.eq),-2,V ugm-3 (BAM),13.2,V ugm-3 (FIDAS),5.118,V ugm-3 (Ref.eq),12.118,V ugm-3 (FIDAS),5.001,V ugm-3 (Ref.eq),,,13.575,V ugm-3 (FIDAS),5.637,V ugm-3 (Ref.eq),0.273829,V mgm-3,9.2,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,12.35,V ugm-3 (FIDAS),5.142,V ugm-3 (Ref.eq),12.5,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,10:00:00,11.325,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),10,V ugm-3 (FIDAS),4.693,V ugm-3 (Ref.eq),10.437,V ugm-3 (FIDAS),4.802,V ugm-3 (Ref.eq),,,13.625,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq),0.336063,V mgm-3,5.5,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,11.675,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),12.125,V ugm-3 (FIDAS),6.462,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,11:00:00,9.775,V ugm-3 (FIDAS),5.59,V ugm-3 (Ref.eq),8.696,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),10.075,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),8.083,V ugm-3 (FIDAS),4.191,V ugm-3 (Ref.eq),,,9.275,V ugm-3 (FIDAS),4.788,V ugm-3 (Ref.eq),0.401408,V mgm-3,-0.1,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.275,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),8.5,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,12:00:00,10.95,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),5.797,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),8.175,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),6.299,V ugm-3 (FIDAS),3.332,V ugm-3 (Ref.eq),,,9.875,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),0.432525,V mgm-3,6.1,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.9,V ugm-3 (FIDAS),4.552,V ugm-3 (Ref.eq),7.9,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,13:00:00,9.775,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),8.275,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),7.458,V ugm-3 (FIDAS),3.362,V ugm-3 (Ref.eq),,,8.875,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),0.541434,V mgm-3,9.3,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.425,V ugm-3 (FIDAS),3.821,V ugm-3 (Ref.eq),7.225,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,14:00:00,8.175,V ugm-3 (FIDAS),3.538,V ugm-3 (Ref.eq),15.459,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),8.325,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),6.1,V ugm-3 (FIDAS),2.461,V ugm-3 (Ref.eq),,,8.625,V ugm-3 (FIDAS),3.137,V ugm-3 (Ref.eq),0.644119,V mgm-3,22.3,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.475,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq),7.475,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,15:00:00,7.575,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),7.825,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),5.857,V ugm-3 (FIDAS),2.021,V ugm-3 (Ref.eq),,,8.475,V ugm-3 (FIDAS),2.476,V ugm-3 (Ref.eq),0.753029,V mgm-3,14.4,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.475,V ugm-3 (FIDAS),2.476,V ugm-3 (Ref.eq),7.6,V ugm-3 (FIDAS),2.335,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,16:00:00,9.225,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),9.075,V ugm-3 (FIDAS),2.382,V ugm-3 (Ref.eq),5.202,V ugm-3 (FIDAS),1.834,V ugm-3 (Ref.eq),,,7.45,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),0.824598,V mgm-3,7.3,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.7,V ugm-3 (FIDAS),2.571,V ugm-3 (Ref.eq),5.875,V ugm-3 (FIDAS),2.193,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,17:00:00,7.125,V ugm-3 (FIDAS),2.618,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),6,V ugm-3 (FIDAS),1.816,V ugm-3 (Ref.eq),6.064,V ugm-3 (FIDAS),1.88,V ugm-3 (Ref.eq),,,6.175,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),0.827709,V mgm-3,-1.4,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.125,V ugm-3 (FIDAS),2.311,V ugm-3 (Ref.eq),6.3,V ugm-3 (FIDAS),2.5,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-04-05,18:00:00,6.725,V ugm-3 (FIDAS),2.689,V ugm-3 (Ref.eq),5.797,V ugm-3 (Ref.eq),-2,V ugm-3 (BAM),5.75,V ugm-3 (FIDAS),1.816,V ugm-3 (Ref.eq),4.193,V ugm-3 (FIDAS),1.676,V ugm-3 (Ref.eq),,,6.425,V ugm-3 (FIDAS),2.5,V ugm-3 (Ref.eq),0.781034,V mgm-3,0.6,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,6,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),5.025,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
